localitate,judet,abreviere,cod postal
Bobu,Olt,OT,237151
Chilii,Olt,OT,237152
Osica de Jos,Olt,OT,237153
Rosienii Mari,Olt,OT,237154
Rosienii Mici,Olt,OT,237156
Ulmet,Olt,OT,237157
Draghiceni,Olt,OT,237160
Grozavesti,Olt,OT,237161
Liiceni,Olt,OT,237162
Fagetelu,Olt,OT,237165
Bagesti,Olt,OT,237166
Chilia,Olt,OT,237167
Gruiu,Olt,OT,237168
Isaci,Olt,OT,237169
Pielcani,Olt,OT,237171
Falcoiu,Olt,OT,237175
Cioroiasu,Olt,OT,237176
Cioroiu,Olt,OT,237177
Farcasele,Olt,OT,237180
Farcasu de Jos,Olt,OT,237181
Ghimpati,Olt,OT,237182
Hotarani,Olt,OT,237183
Ganeasa,Olt,OT,237185
Dranovatu,Olt,OT,237186
Gradistea,Olt,OT,237187
Izvoru,Olt,OT,237188
Oltisoru,Olt,OT,237189
Garcov,Olt,OT,237190
Ursa,Olt,OT,237191
Giuvarasti,Olt,OT,237195
Gostavatu,Olt,OT,237200
Slaveni,Olt,OT,237201
Gradinari,Olt,OT,237205
Petculesti,Olt,OT,237206
Runcu Mare,Olt,OT,237207
Satu Nou (Gradinari),Olt,OT,237208
Grojdibodu,Olt,OT,237210
Hotaru,Olt,OT,237211
Ianca,Olt,OT,237215
Potelu,Olt,OT,237216
Iancu Jianu,Olt,OT,237220
Dobriceni,Olt,OT,237221
Preotesti,Olt,OT,237222
Icoana,Olt,OT,237225
Floru,Olt,OT,237226
Ursoaia,Olt,OT,237227
Izbiceni,Olt,OT,237230
Izvoarele,Olt,OT,237235
Alimanesti,Olt,OT,237236
Leleasca,Olt,OT,237240
Afumati,Olt,OT,237241
Greeresti,Olt,OT,237242
Mierlicesti,Olt,OT,237243
Tonesti (Leleasca),Olt,OT,237244
Tufaru,Olt,OT,237246
Ursi,Olt,OT,237247
Maruntei,Olt,OT,237250
Balanesti,Olt,OT,237251
Malu Rosu,Olt,OT,237252
Mihaesti,Olt,OT,237255
Busca,Olt,OT,237256
Milcov,Olt,OT,237260
Ipotesti,Olt,OT,237261
Milcovu din Deal,Olt,OT,237262
Milcovu din Vale,Olt,OT,237263
Stejaru,Olt,OT,237264
Ulmi,Olt,OT,237266
Morunglav,Olt,OT,237270
Barasti (Morunglav),Olt,OT,237271
Ghiosani,Olt,OT,237272
Morunesti,Olt,OT,237273
Poiana Mare,Olt,OT,237274
Movileni,Olt,OT,237275
Bacea,Olt,OT,237276
Nicolae Titulescu,Olt,OT,237280
Ghimpeteni,Olt,OT,237281
Ghimpetenii Noi,Olt,OT,237282
Obarsia,Olt,OT,237285
Campu Parului,Olt,OT,237286
Coteni,Olt,OT,237287
Obarsia Noua,Olt,OT,237288
Tabonu,Olt,OT,237289
Oboga,Olt,OT,237290
Calui,Olt,OT,237291
Gura Caluiu,Olt,OT,237292
Oporelu,Olt,OT,237295
Beria de Jos,Olt,OT,237296
Beria de Sus,Olt,OT,237297
Radesti,Olt,OT,237298
Optasi-Magura,Olt,OT,237301
Optasi,Olt,OT,237301
Vitanesti,Olt,OT,237302
Sarbii-Magura,Olt,OT,237303
Orlea,Olt,OT,237305
Gura Padinii,Olt,OT,237306
Orlea Noua,Olt,OT,237307
Satu Nou (Gura Padinii),Olt,OT,237308
Osica de Sus,Olt,OT,237310
Greci (Osica de Sus),Olt,OT,237311
Ostrov,Olt,OT,237312
Peretu,Olt,OT,237313
Tomeni,Olt,OT,237314
Vladuleni,Olt,OT,237315
Parscoveni,Olt,OT,237325
Butoi,Olt,OT,237326
Olari,Olt,OT,237327
Soparlita,Olt,OT,237328
Perieti,Olt,OT,237330
Balteni,Olt,OT,237331
Magura (Perieti),Olt,OT,237332
Mierlestii de Sus,Olt,OT,237333
Plesoiu,Olt,OT,237335
Arcesti,Olt,OT,237336
Arcesti-Cot,Olt,OT,237337
Cocorasti,Olt,OT,237338
Doba,Olt,OT,237339
Schitu din Deal,Olt,OT,237341
Schitu din Vale,Olt,OT,237342
Poboru,Olt,OT,237345
Albesti,Olt,OT,237346
Cornatelu,Olt,OT,237347
Creti,Olt,OT,237348
Seaca (Poboru),Olt,OT,237349
Surpeni,Olt,OT,237351
Potcoava,Olt,OT,237355
Potcoava-Falcoeni,Olt,OT,237356
Sinesti,Olt,OT,237357
Trufinesti,Olt,OT,237358
Valea Merilor,Olt,OT,237359
Priseaca,Olt,OT,237360
Buicesti,Olt,OT,237361
Saltanesti,Olt,OT,237362
Radomiresti,Olt,OT,237365
Calinesti,Olt,OT,237366
Craciunei,Olt,OT,237367
Poiana,Olt,OT,237368
Redea,Olt,OT,237370
Redisoara,Olt,OT,237371
Valea Soarelui,Olt,OT,237372
Rotunda,Olt,OT,237375
Rusanesti,Olt,OT,237380
Jieni,Olt,OT,237381
Samburesti,Olt,OT,237385
Cerbeni,Olt,OT,237386
Ionicesti,Olt,OT,237387
Launele,Olt,OT,237388
Manulesti,Olt,OT,237389
Stanuleasa (Samburesti),Olt,OT,237391
Tonesti (Samburesti),Olt,OT,237392
Scarisoara,Olt,OT,237395
Plaviceni,Olt,OT,237396
Rudari,Olt,OT,237397
Schitu,Olt,OT,237400
Catanele,Olt,OT,237401
Greci (Schitu),Olt,OT,237402
Lisa,Olt,OT,237403
Mosteni,Olt,OT,237404
Seaca,Olt,OT,237405
Slatioara,Olt,OT,237410
Salcia,Olt,OT,237411
Spineni,Olt,OT,237415
Alunisu,Olt,OT,237416
Cuza Voda,Olt,OT,237417
Davidesti,Olt,OT,237418
Optasani,Olt,OT,237419
Profa,Olt,OT,237421
Vineti,Olt,OT,237422
Sprancenata,Olt,OT,237425
Barsestii de Sus,Olt,OT,237426
Frunzaru,Olt,OT,237427
Uria,Olt,OT,237428
Stoenesti,Olt,OT,237430
Stoicanesti,Olt,OT,237435
Strejesti,Olt,OT,237440
Colibasi,Olt,OT,237441
Mamura,Olt,OT,237442
Strejestii de Sus,Olt,OT,237443
Studina,Olt,OT,237445
Arvateasca,Olt,OT,237446
Gradinile,Olt,OT,237447
Plaviceanca,Olt,OT,237448
Studinita,Olt,OT,237449
Serbanesti,Olt,OT,237450
Strugurelu,Olt,OT,237451
Serbanestii de Sus,Olt,OT,237452
Stefan cel Mare,Olt,OT,237455
Ianca Noua,Olt,OT,237456
Tatulesti,Olt,OT,237460
Barbalai,Olt,OT,237461
Lunca,Olt,OT,237462
Magura (Tatulesti),Olt,OT,237463
Mircesti,Olt,OT,237464
Momaiu,Olt,OT,237466
Teslui,Olt,OT,237470
Cherlestii Mosteni,Olt,OT,237471
Cherlestii din Deal,Olt,OT,237472
Comanita,Olt,OT,237473
Corbu (Teslui),Olt,OT,237474
Deleni,Olt,OT,237476
Schitu Deleni,Olt,OT,237477
Tia Mare,Olt,OT,237480
Doanca,Olt,OT,237481
Potlogeni,Olt,OT,237482
Topana,Olt,OT,237485
Candelesti,Olt,OT,237486
Cioraca,Olt,OT,237487
Cojgarei,Olt,OT,237488
Ungureni,Olt,OT,237489
Traian,Olt,OT,237490
Tufeni,Olt,OT,237495
Barza,Olt,OT,237496
Stoborasti,Olt,OT,237497
Urzica,Olt,OT,237500
Stavaru,Olt,OT,237501
Valea Mare,Olt,OT,237505
Barca,Olt,OT,237506
Recea,Olt,OT,237507
Turia,Olt,OT,237508
Zorleasca,Olt,OT,237509
Vadastra,Olt,OT,237510
Visina Noua,Olt,OT,237511
Vadastrita,Olt,OT,237515
Valeni,Olt,OT,237520
Mandra,Olt,OT,237521
Popesti (Valeni),Olt,OT,237522
Tirisneag,Olt,OT,237523
Valcele,Olt,OT,237525
Barcanesti,Olt,OT,237526
Valcelele de Sus,Olt,OT,237527
Verguleasa,Olt,OT,237530
Cazanesti,Olt,OT,237531
Cucueti,Olt,OT,237532
Dumitresti,Olt,OT,237533
Poganu,Olt,OT,237534
Valea Fetei,Olt,OT,237536
Vanesti,Olt,OT,237537
Visina,Olt,OT,237540
Vitomiresti,Olt,OT,237545
Bulimanu,Olt,OT,237546
Dejesti,Olt,OT,237547
Donesti,Olt,OT,237548
Stanuleasa (Vitomiresti),Olt,OT,237549
Trepteni,Olt,OT,237551
Vladila,Olt,OT,237555
Frasinet-Gara,Olt,OT,237556
Vladila Noua,Olt,OT,237557
Voineasa,Olt,OT,237560
Blaj,Olt,OT,237561
Margaritesti,Olt,OT,237562
Racovita,Olt,OT,237563
Rusanestii de Sus,Olt,OT,237564
Vulpeni,Olt,OT,237565
Cotorbesti,Olt,OT,237566
Gropsani,Olt,OT,237567
Mardale,Olt,OT,237568
Pescaresti,Olt,OT,237569
Plopsorelu,Olt,OT,237571
Prisaca,Olt,OT,237572
Simniceni,Olt,OT,237573
Tabaci,Olt,OT,237574
Valea Satului,Olt,OT,237576
Vulturesti,Olt,OT,237580
Dienci,Olt,OT,237581
Valea lui Alb,Olt,OT,237582
Vlangaresti,Olt,OT,237583
Aranghel,Valcea,VL,240001
Cazanesti (Ramnicu Valcea),Valcea,VL,240002
Copacelu,Valcea,VL,240003
Dealu Malului,Valcea,VL,240004
Poenari,Valcea,VL,240005
Priba,Valcea,VL,240006
Stolniceni,Valcea,VL,240007
Troian,Valcea,VL,240008
Raureni,Valcea,VL,240050
Babeni,Valcea,VL,245100
Bonciu,Valcea,VL,245101
Capu Dealului,Valcea,VL,245102
Paduretu,Valcea,VL,245103
Romani,Valcea,VL,245804
Tatarani,Valcea,VL,245105
Valea Mare (Babeni),Valcea,VL,245106
Baile Govora,Valcea,VL,245200
Curaturile,Valcea,VL,245201
Gatejesti,Valcea,VL,245202
Prajila,Valcea,VL,245200
Baile Olanesti,Valcea,VL,245300
Cheia,Valcea,VL,245301
Comanca,Valcea,VL,245302
Gurguiata,Valcea,VL,245303
Livadia,Valcea,VL,245304
Mosoroasa,Valcea,VL,245305
Olanesti,Valcea,VL,245306
Pietrisu,Valcea,VL,245307
Tisa,Valcea,VL,245308
Balcesti,Valcea,VL,245400
Benesti,Valcea,VL,245401
Carlogani,Valcea,VL,245402
Chirculesti,Valcea,VL,245403
Gorunesti (Balcesti),Valcea,VL,245404
Irimesti,Valcea,VL,245405
Otetelisu,Valcea,VL,245406
Preotesti,Valcea,VL,245407
Satu Poieni,Valcea,VL,245408
Brezoi,Valcea,VL,245500
Calinesti,Valcea,VL,245501
Corbu,Valcea,VL,245502
Draganesti (Brezoi),Valcea,VL,245503
Golotreni,Valcea,VL,245504
Pascoaia,Valcea,VL,245505
Proieni,Valcea,VL,245506
Valea lui Stan,Valcea,VL,245507
Varatica,Valcea,VL,245508
Calimanesti,Valcea,VL,245600
Caciulata,Valcea,VL,245601
Jiblea Noua,Valcea,VL,245602
Jiblea Veche,Valcea,VL,245603
Pausa,Valcea,VL,245604
Seaca (Calimanesti),Valcea,VL,245605
Dragasani,Valcea,VL,245700
Valea Caselor (Dragasani),Valcea,VL,245700
Zarneni,Valcea,VL,245700
Zlatarei,Valcea,VL,245700
Horezu,Valcea,VL,245800
Ifrimesti,Valcea,VL,245801
Ramesti (Horezu),Valcea,VL,245802
Romanii de Jos,Valcea,VL,245803
Romanii de Sus,Valcea,VL,245804
Tanasesti,Valcea,VL,245805
Ursani,Valcea,VL,245806
Ocnele Mari,Valcea,VL,245900
Buda,Valcea,VL,245901
Cosota,Valcea,VL,245902
Facai,Valcea,VL,245903
Gura Suhasului,Valcea,VL,245904
Lunca (Ocnele Mari),Valcea,VL,245905
Ocnita,Valcea,VL,245906
Slatioarele,Valcea,VL,245907
Teica,Valcea,VL,245908
Alunu,Valcea,VL,247005
Bodesti (Alunu),Valcea,VL,247006
Coltesti,Valcea,VL,247007
Igoiu,Valcea,VL,247008
Ilaciu,Valcea,VL,247009
Ocracu,Valcea,VL,247011
Rosia,Valcea,VL,247012
Amarasti,Valcea,VL,247015
Meresesti,Valcea,VL,247016
Nemoiu,Valcea,VL,247017
Padina,Valcea,VL,247018
Palanga,Valcea,VL,247019
Teiul,Valcea,VL,247021
Barbatesti,Valcea,VL,247025
Barzesti,Valcea,VL,247026
Bodesti (Barbatesti),Valcea,VL,247027
Negrulesti,Valcea,VL,247028
Berbesti,Valcea,VL,247030
Damteni,Valcea,VL,247031
Dealu Alunis,Valcea,VL,247032
Rosioara,Valcea,VL,247033
Targu Gangulesti,Valcea,VL,247034
Valea Mare (Berbesti),Valcea,VL,247036
Berislavesti,Valcea,VL,247040
Bradisor,Valcea,VL,247041
Dangesti,Valcea,VL,247042
Radacinesti,Valcea,VL,247043
Robaia,Valcea,VL,247044
Scaueni,Valcea,VL,247046
Stoenesti (Berislavesti),Valcea,VL,117675
Boisoara,Valcea,VL,247050
Bumbuesti,Valcea,VL,247051
Gaujani,Valcea,VL,247052
Budesti,Valcea,VL,247055
Barza,Valcea,VL,247056
Barsesti (Budesti),Valcea,VL,247057
Bercioiu,Valcea,VL,247058
Linia (Budesti),Valcea,VL,247059
Piscu Pietrei,Valcea,VL,247061
Racovita (Budesti),Valcea,VL,247062
Ruda,Valcea,VL,247063
Bujoreni,Valcea,VL,247065
Bogdanesti (Bujoreni),Valcea,VL,247066
Gura Vaii,Valcea,VL,247067
Lunca (Bujoreni),Valcea,VL,247068
Malu Alb,Valcea,VL,247069
Malu Vartop,Valcea,VL,247071
Olteni,Valcea,VL,247072
Bunesti,Valcea,VL,247075
Coasta Mare,Valcea,VL,247076
Firesti,Valcea,VL,247077
Rapanesti,Valcea,VL,247078
Teiusu,Valcea,VL,247079
Titireci,Valcea,VL,247081
Caineni,Valcea,VL,247085
Cainenii Mari,Valcea,VL,247086
Cainenii Mici,Valcea,VL,247087
Greblesti,Valcea,VL,247088
Priloage,Valcea,VL,247089
Rau Vadului,Valcea,VL,247091
Robesti,Valcea,VL,247092
Cernisoara,Valcea,VL,247095
Armasesti,Valcea,VL,247096
Grosi,Valcea,VL,247097
Madulari (Cernisoara),Valcea,VL,247098
Modoia,Valcea,VL,247099
Obarsia,Valcea,VL,247101
Sarsanesti,Valcea,VL,247102
Copaceni,Valcea,VL,247105
Balteni,Valcea,VL,247106
Bondoci,Valcea,VL,247107
Hotarasa,Valcea,VL,247108
Ulmetu,Valcea,VL,247109
Vetelu,Valcea,VL,247111
Costesti,Valcea,VL,247115
Bistrita,Valcea,VL,247116
Pietreni,Valcea,VL,247117
Varatici,Valcea,VL,247118
Creteni,Valcea,VL,247120
Izvoru,Valcea,VL,247121
Mrenesti,Valcea,VL,247122
Streminoasa,Valcea,VL,247123
Daesti,Valcea,VL,247125
Babuesti,Valcea,VL,247126
Fedelesoiu,Valcea,VL,247127
Sanbotin,Valcea,VL,247128
Danicei,Valcea,VL,247130
Badeni,Valcea,VL,247131
Ceretu,Valcea,VL,247132
Ciresul,Valcea,VL,247133
Dealu Launele,Valcea,VL,247134
Dealu Scheiului,Valcea,VL,247136
Dobresti,Valcea,VL,247137
Dragulesti,Valcea,VL,247138
Glodu,Valcea,VL,247139
Gura Crucilor,Valcea,VL,247141
Launele de Jos,Valcea,VL,247142
Linia pe Vale,Valcea,VL,247143
Udresti,Valcea,VL,247144
Valea Scheiului,Valcea,VL,247146
Dragoesti,Valcea,VL,247150
Buciumeni,Valcea,VL,247151
Geamana (Dragoesti),Valcea,VL,247152
Fauresti,Valcea,VL,247155
Babeni-Oltetu,Valcea,VL,247156
Budesti (Diculesti),Valcea,VL,247157
Bungetani,Valcea,VL,247158
Colelia,Valcea,VL,247159
Diculesti,Valcea,VL,247161
Gainesti,Valcea,VL,247162
Marcusu,Valcea,VL,247163
Milesti,Valcea,VL,247164
Fartatesti,Valcea,VL,247165
Afanata,Valcea,VL,247166
Becsani,Valcea,VL,247167
Catetu,Valcea,VL,247168
Cuci,Valcea,VL,247169
Dancai,Valcea,VL,247171
Dejoi,Valcea,VL,247172
Dozesti,Valcea,VL,247173
Garnicet,Valcea,VL,247174
Giulesti,Valcea,VL,247176
Giulestii de Sus,Valcea,VL,247177
Maricesti,Valcea,VL,247178
Nisipi,Valcea,VL,247179
Popesti (Fartatesti),Valcea,VL,247181
Rusanesti,Valcea,VL,247182
Seciu,Valcea,VL,247183
Stanculesti,Valcea,VL,247184
Sotani,Valcea,VL,247186
Tanislavi,Valcea,VL,247187
Valea Ursului,Valcea,VL,247188
Francesti,Valcea,VL,247195
Balutoaia,Valcea,VL,247196
Cosani,Valcea,VL,247197
Dezrobiti,Valcea,VL,247198
Genuneni,Valcea,VL,247199
Manailesti,Valcea,VL,247201
Mosteni,Valcea,VL,247202
Surpatele,Valcea,VL,247203
Viisoara,Valcea,VL,247204
Galicea,Valcea,VL,247205
Bratia din Deal,Valcea,VL,247206
Bratia din Vale,Valcea,VL,247207
Cocoru,Valcea,VL,247208
Cremenari,Valcea,VL,247209
Dealu Mare (Galicea),Valcea,VL,247211
Ostroveni,Valcea,VL,247212
Teiu,Valcea,VL,247213
Valea Raului,Valcea,VL,247214
Ghioroiu,Valcea,VL,247215
Cazanesti (Ghioroiu),Valcea,VL,247216
Herasti,Valcea,VL,247217
Mierea,Valcea,VL,247218
Poienari,Valcea,VL,247219
Stirbesti,Valcea,VL,247221
Glavile,Valcea,VL,247225
Aninoasa,Valcea,VL,247226
Jarostea,Valcea,VL,247227
Olteanca (Glavile),Valcea,VL,247228
Voiculeasa,Valcea,VL,247229
Golesti,Valcea,VL,247230
Aldesti,Valcea,VL,247231
Blidari,Valcea,VL,247232
Coasta (Golesti),Valcea,VL,247233
Draganesti (Golesti),Valcea,VL,247234
Gibesti,Valcea,VL,247236
Giurgiuveni,Valcea,VL,247237
Opatesti,Valcea,VL,247238
Poenita,Valcea,VL,247239
Popesti (Golesti),Valcea,VL,247241
Tulei-Campeni,Valcea,VL,247242
Vatasesti,Valcea,VL,247243
Gradistea,Valcea,VL,247250
Diaconesti,Valcea,VL,247251
Dobricea,Valcea,VL,247252
Linia (Gradistea),Valcea,VL,247253
Obislavu,Valcea,VL,247254
Strachinesti,Valcea,VL,247256
Turburea,Valcea,VL,247257
Tuturu,Valcea,VL,247258
Valea Gradistei,Valcea,VL,247259
Gusoeni,Valcea,VL,247260
Burdalesti,Valcea,VL,247261
Dealu Mare (Gusoeni),Valcea,VL,247262
Gusoianca,Valcea,VL,247263
Magureni,Valcea,VL,247264
Sparleni,Valcea,VL,247266
Ionesti,Valcea,VL,247270
Bucsani,Valcea,VL,247271
Dealu Mare (Ionesti),Valcea,VL,247272
Delureni (Ionesti),Valcea,VL,247273
Fiscalia,Valcea,VL,247274
Fotesti,Valcea,VL,247276
Guguianca,Valcea,VL,247277
Marcea,Valcea,VL,247278
Prodanesti,Valcea,VL,247279
Lalosu,Valcea,VL,247280
Berbesti (Lalosu),Valcea,VL,247281
Ghindari,Valcea,VL,247282
Mologesti,Valcea,VL,247283
Oltetani,Valcea,VL,247284
Portaresti,Valcea,VL,247286
Ladesti,Valcea,VL,247290
Cermegesti (Ladesti),Valcea,VL,247291
Chiricesti,Valcea,VL,247292
Ciumagi,Valcea,VL,247293
Dealu Corni,Valcea,VL,247294
Gageni,Valcea,VL,247296
Maldaresti (Ladesti),Valcea,VL,247297
Olteanca (Ladesti),Valcea,VL,247298
Pasculesti,Valcea,VL,247299
Popesti (Ladesti),Valcea,VL,247301
Lapusata,Valcea,VL,247305
Beresti,Valcea,VL,247306
Brosteni,Valcea,VL,247307
Mijati,Valcea,VL,247308
Sarulesti,Valcea,VL,247309
Scorusu,Valcea,VL,247311
Serbanesti (Lapusata),Valcea,VL,247312
Zarnesti,Valcea,VL,247313
Livezi,Valcea,VL,247315
Parausani,Valcea,VL,247316
Paraienii de Jos,Valcea,VL,247317
Paraienii de Mijloc,Valcea,VL,247318
Paraienii de Sus,Valcea,VL,247319
Plesoiu (Livezi),Valcea,VL,247321
Tina,Valcea,VL,247322
Lungesti,Valcea,VL,247325
Carcadiesti,Valcea,VL,247326
Dumbrava,Valcea,VL,247327
Fumureni,Valcea,VL,247328
Gantulei,Valcea,VL,247329
Stanesti-Lunca,Valcea,VL,247331
Malaia,Valcea,VL,247335
Ciungetu,Valcea,VL,247336
Salistea,Valcea,VL,247337
Mateesti,Valcea,VL,247340
Greci,Valcea,VL,247341
Turcesti,Valcea,VL,247342
Maciuca,Valcea,VL,247345
Bocsa,Valcea,VL,247346
Botorani,Valcea,VL,247347
Ciocanari,Valcea,VL,247348
Maciuceni,Valcea,VL,247349
Maldaresti (Maciuca),Valcea,VL,247351
Oveselu,Valcea,VL,247352
Popesti (Maciuca),Valcea,VL,247353
Stefanesti (Maciuca),Valcea,VL,247354
Zavoieni,Valcea,VL,247356
Madulari,Valcea,VL,247360
Balsoara,Valcea,VL,247361
Bantesti,Valcea,VL,247362
Dimulesti,Valcea,VL,247363
Iacovile,Valcea,VL,247364
Mamu,Valcea,VL,247366
Maldaresti,Valcea,VL,247370
Maldarestii de Jos,Valcea,VL,247371
Rosoveni,Valcea,VL,247372
Telechesti,Valcea,VL,247373
Mihaesti,Valcea,VL,247375
Arsanca,Valcea,VL,247376
Barsesti (Mihaesti),Valcea,VL,247377
Buleta,Valcea,VL,247378
Govora,Valcea,VL,245200
Gurisoara,Valcea,VL,247381
Magura,Valcea,VL,247382
Munteni,Valcea,VL,247383
Negreni,Valcea,VL,247384
Rugetu (Mihaesti),Valcea,VL,247386
Scarisoara,Valcea,VL,247387
Stuparei,Valcea,VL,247388
Vulpuesti,Valcea,VL,247389
Milcoiu,Valcea,VL,247395
Cazanesti (Milcoiu),Valcea,VL,247396
Ciutesti,Valcea,VL,247397
Izbasesti,Valcea,VL,247398
Suricaru,Valcea,VL,247399
Tepsenari,Valcea,VL,247401
Muereasca,Valcea,VL,247405
Andreiesti,Valcea,VL,247406
Francesti-Coasta,Valcea,VL,247407
Gavanesti,Valcea,VL,247408
Hotarele,Valcea,VL,247409
Muereasca de Sus,Valcea,VL,247411
Pripoara,Valcea,VL,247412
Suta,Valcea,VL,247413
Nicolae Balcescu,Valcea,VL,247415
Banesti,Valcea,VL,247416
Corbii din Vale,Valcea,VL,247417
Dosu Raului,Valcea,VL,247418
Galtofani,Valcea,VL,247419
Ginerica,Valcea,VL,247421
Linia Hanului,Valcea,VL,247422
Mazararu,Valcea,VL,247423
Mangureni,Valcea,VL,247424
Plesoiu (Nicolae Balcescu),Valcea,VL,247426
Popesti (Nicolae Balcescu),Valcea,VL,247427
Predesti,Valcea,VL,247428
Rotarasti,Valcea,VL,247429
Schitu,Valcea,VL,247431
Serbaneasa,Valcea,VL,247432
Tufanii,Valcea,VL,247433
Valea Balceasca,Valcea,VL,247434
Valea Viei,Valcea,VL,247436
Olanu,Valcea,VL,247440
Casa Veche,Valcea,VL,247441
Cioboti,Valcea,VL,247442
Dragioiu,Valcea,VL,247443
Nicolesti,Valcea,VL,247444
Stoicanesti,Valcea,VL,247446
Orlesti,Valcea,VL,247450
Auresti,Valcea,VL,247451
Procopoaia,Valcea,VL,247452
Scaiosi,Valcea,VL,247453
Silea,Valcea,VL,247454
Otesani,Valcea,VL,247455
Bogdanesti (Otesani),Valcea,VL,247456
Carstanesti,Valcea,VL,247457
Cucesti,Valcea,VL,247458
Sub Deal,Valcea,VL,247459
Pausesti,Valcea,VL,247460
Barcanele,Valcea,VL,247461
Buzdugan,Valcea,VL,247462
Cernelele,Valcea,VL,247463
Pausesti-Otasau,Valcea,VL,247464
Serbanesti (Pausesti),Valcea,VL,247466
Solicesti,Valcea,VL,247467
Valeni (Pausesti),Valcea,VL,247468
Pausesti-Maglasi,Valcea,VL,247470
Coasta (Pausesti-Maglasi),Valcea,VL,247471
Pietrari (Pausesti-Maglasi),Valcea,VL,247472
Ulmetel,Valcea,VL,247473
Valea Cheii,Valcea,VL,247474
Vladuceni,Valcea,VL,247476
Perisani,Valcea,VL,247480
Baiasu,Valcea,VL,247481
Bratovesti,Valcea,VL,247482
Cucoiu,Valcea,VL,247483
Mlaceni,Valcea,VL,247484
Podeni,Valcea,VL,247486
Poiana,Valcea,VL,247487
Pripoare,Valcea,VL,247488
Spinu,Valcea,VL,247489
Surdoiu,Valcea,VL,247491
Titesti,Valcea,VL,247492
Pesceana,Valcea,VL,247500
Cermegesti (Pesceana),Valcea,VL,247501
Lupoaia,Valcea,VL,247502
Negraia,Valcea,VL,247503
Roesti (Pesceana),Valcea,VL,247504
Ursoaia,Valcea,VL,247506
Pietrari,Valcea,VL,247510
Pietrarii de Sus,Valcea,VL,247511
Popesti,Valcea,VL,247515
Curtea,Valcea,VL,247516
Daesti (Popesti),Valcea,VL,247517
Firijba,Valcea,VL,247518
Meieni,Valcea,VL,247519
Ursi (Popesti),Valcea,VL,247521
Valea Caselor (Popesti),Valcea,VL,247522
